designation,ra,dec,sigra,sigdec,sigradec,glon,glat,elon,elat,wx,wy,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,satnum,ra_pm,dec_pm,sigra_pm,sigdec_pm,sigradec_pm,pmra,sigpmra,pmdec,sigpmdec,w1rchi2_pm,w2rchi2_pm,w3rchi2_pm,w4rchi2_pm,rchi2_pm,pmcode,cc_flags,ext_flg,var_flg,ph_qual,det_bit,moon_lev,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m,w1cov,w2cov,w3cov,w4cov,tmass_key,r_2mass,pa_2mass,n_2mass,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,Sel1,Sel2,Sel3,Sel4,Sel5
J184150.81+080848.9,280.4617274,8.1469344,0.1289,0.1376,-0.0226,39.1200529,5.8242901,282.1236607,31.1469883,2608.411,3552.816,14.751,0.054,19.9,1.07E+00,14.94,0.086,12.6,1.10E+00,12.518,0.49,2.2,8.70E-01,8.85,0.469,2.3,8.71E-01,1.01E+00,2,0,0,0,0,0,0,280.4616993,8.1469352,0.1423,0.1527,-0.0173,-578,261,17,287,1.07E+00,1.10E+00,8.70E-01,8.71E-01,1.00E+00,3N001,0,0,11nn,AACC,15,11,29,29,15,29,0,16,0,16,28.398,28.686,15.992,15.887,965991083,0.174,-15.9,1,15.459,0.068,14.815,0.068,14.572,0.116,1.344285714,-0.139,-1.5947,-2.4114,0.122
J184116.96+080611.3,280.3207031,8.1031543,0.0692,0.0707,-0.0134,39.0177891,5.9294521,281.956851,31.1150638,2974.008,3438.438,14.104,0.03,36.4,2.06E+00,14.443,0.058,18.9,1.51E+00,12.648,null,-0.9,1.02E+00,8.798,null,0.6,9.16E-01,1.50E+00,1,0,0,0,0,0,0,280.3207071,8.1031522,0.0828,0.0823,-0.0069,154,145,-61,152,2.06E+00,1.51E+00,1.02E+00,9.16E-01,1.50E+00,1N000,0,0,00nn,AAUU,3,11,30,30,27,30,0,15,0,16,31.554,31.385,16.976,17.05,965930918,0.661,-5.6,1,15.041,0.062,14.336,0.064,14.022,0.075,2.713428571,0.084,-2.1295,-2.7961,-0.505
J184059.89+075925.0,280.2495575,7.9902937,0.0623,0.0643,-0.011,38.8846104,5.941826,281.8639736,31.0084324,3158.726,3143.125,13.224,0.031,35.2,1.61E+00,13.484,0.037,29.7,1.31E+00,12.488,null,0.3,1.03E+00,9.113,null,-0.8,9.28E-01,1.29E+00,1,0,0,0,0,0,0,280.2495562,7.9902989,0.0695,0.0724,0.0072,-37,86,190,93,1.60E+00,1.31E+00,1.03E+00,9.28E-01,1.29E+00,1N000,hh00,0,21nn,AAUU,3,11,31,31,31,31,1,16,0,16,30.576,30.495,16.008,15.296,1059001852,0.232,4.8,1,14.15,0.024,13.436,0.035,13.336,0.034,2.991,1.359,-1.9885,-3.0881,-1.304
J184112.61+075922.4,280.3025729,7.989575,0.1206,0.1107,-0.0731,38.9076305,5.8945761,281.9249468,31.0033697,3021.274,3141.117,13.726,0.061,17.9,1.29E+00,13.847,0.066,16.4,1.25E+00,12.418,null,-0.2,9.19E-01,8.67,null,-0.2,1.02E+00,1.16E+00,2,1,0,0,0,0,0,280.3028193,7.9893662,0.0644,0.0687,-0.024,83,89,140,97,2.42E+00,1.32E+00,9.23E-01,1.02E+00,1.55E+00,1N116,0,0,nnnn,AAUU,3,11,32,32,31,31,0,18,0,18,31.621,31.629,17.935,17.841,965930010,0.381,-26.1,1,14.426,0.078,14.162,0.101,13.896,0.098,0.840571429,0.093,-1.9438,-3.061,-0.871
J184059.46+080739.3,280.2477724,8.1276026,0.1357,0.1398,-0.0359,39.0072268,6.0049521,281.8751645,31.1454178,3162.975,3502.616,14.498,0.053,20.6,1.41E+00,14.853,0.1,10.9,1.03E+00,12.493,null,-1,9.68E-01,8.797,null,0.5,8.94E-01,1.12E+00,1,0,0,0,0,0,0,280.2477762,8.1276172,0.1617,0.1623,-0.0369,123,235,509,244,1.40E+00,1.03E+00,9.68E-01,8.94E-01,1.12E+00,2N000,00O0,0,10nn,AAUU,3,11,29,29,18,29,0,15,0,15,28.605,28.671,14.922,14.942,1059003020,0.658,-153.5,1,15.233,0.059,14.598,0.079,14.434,0.077,1.107285714,-0.24,-2.093,-2.7943,0.06
J184048.36+080854.8,280.2015051,8.1485621,0.09,0.109,-0.0507,39.0054318,6.0552897,281.8238458,31.170085,3282.827,3557.615,14.181,0.043,25.2,2.77E+00,14.421,0.06,18,1.22E+00,11.728,null,1.9,8.83E-01,8.766,null,-0.3,9.34E-01,1.61E+00,2,1,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0h00,0,nnnn,AAUU,3,11,29,29,28,29,0,16,0,16,29.319,29.589,15.979,15.902,1059003197,0.815,-11.4,1,14.828,0.037,14.372,0.056,14.258,0.074,0.405428571,0.279,-1.6451,-2.9942,0.393
J184126.66+081450.5,280.3610891,8.2473777,0.0947,0.0979,-0.0277,39.1654261,5.9583572,282.0174865,31.2554475,2869.031,3815.939,14.906,0.036,29.8,4.12E+00,15.255,0.076,14.3,1.18E+00,12.428,0.474,2.3,1.20E+00,8.831,null,0.7,1.11E+00,2.14E+00,2,0,0,0.001,0,0,900,280.3610485,8.2473293,0.1377,0.1363,-0.0162,-813,298,-1095,307,4.09E+00,1.18E+00,1.20E+00,1.11E+00,2.13E+00,1N002,hh00,1,21nn,AACU,7,11,30,30,13,30,0,15,0,15,29.84,30.49,15.224,15.362,null,null,null,0,null,null,null,null,null,null,-0.291428571,-0.054,-1.9105,-2.972,0.527
J184141.59+080151.3,280.4232967,8.0309297,0.0771,0.0822,-0.0136,38.9986801,5.8062724,282.0679828,31.0345987,2708.203,3249.161,14.833,0.034,32.2,6.14E+00,14.319,0.049,22.3,2.44E+00,12.155,null,1,1.11E+00,8.417,null,1.9,2.17E+00,3.38E+00,2,0,0,0,0,0,0,280.4232956,8.0310115,0.0926,0.098,-0.0147,183,222,2036,244,6.10E+00,2.45E+00,1.11E+00,2.17E+00,3.37E+00,1N004,hHHH,1,2nnn,AAUU,3,11,28,28,21,28,0,15,2,15,29.142,29.335,15.902,16.148,null,null,null,0,null,null,null,null,null,null,-1.971571429,-0.508,-1.983,-3.793,-0.136
J184041.13+080854.3,280.1714119,8.1484303,0.0552,0.0544,-0.0079,38.9918923,6.0818633,281.789135,31.1724028,3360.818,3557.357,13.875,0.025,43,2.83E+00,14.011,0.036,29.9,1.23E+00,12.472,null,-0.6,7.75E-01,9.05,null,-2,1.09E+00,1.65E+00,1,0,0,0,0,0,0,280.1714045,8.1484299,0.064,0.0595,-0.0128,-267,120,47,120,2.82E+00,1.23E+00,7.75E-01,1.09E+00,1.65E+00,1N001,dd00,0,42nn,AAUU,3,11,27,27,27,27,0,14,0,14,28.47,28.466,14.961,14.869,508013216,0.53,-14.4,1,14.636,0.035,14.171,0.041,14.148,0.059,2.887285714,1.458,-1.8503,-3.485,-0.761
J184120.87+080831.9,280.3369766,8.1422024,0.104,0.1121,-0.0224,39.0601427,5.9325546,281.9794078,31.1526338,2931.741,3540.634,15.552,0.042,26,2.39E+00,15.316,0.079,13.7,1.17E+00,12.604,0.518,2.1,1.04E+00,8.946,null,0.5,9.94E-01,1.50E+00,1,0,0,0,0,0,0,280.3369755,8.1422015,0.1573,0.1672,-0.0279,-23,400,-16,433,2.39E+00,1.17E+00,1.04E+00,9.94E-01,1.50E+00,1N000,0h00,0,2nnn,AACU,7,11,25,30,10,30,0,17,0,17,29.661,29.699,16.982,16.73,965931218,0.848,-56.6,1,16.463,0.16,15.526,0.113,15.326,0.228,0.899714286,-0.098,-1.7775,-2.894,0.412
J184100.42+080729.6,280.2517566,8.1249156,0.103,0.1082,-0.0164,39.0065887,6.000222,281.8794975,31.1424138,3152.656,3495.571,14.092,0.045,24.2,1.81E+00,14.191,0.057,18.9,9.31E-01,12.508,null,-0.6,8.12E-01,9.021,null,0.2,1.03E+00,1.23E+00,1,0,0,0,0,0,0,280.2517532,8.1249177,0.105,0.1097,-0.0162,-189,150,38,160,1.81E+00,9.31E-01,8.13E-01,1.03E+00,1.23E+00,2N001,00O0,0,10nn,AAUU,3,11,29,29,28,28,0,14,0,15,28.693,28.993,14.931,15.237,1059002989,0.186,79.5,1,14.777,0.035,14.438,0.057,14.293,0.074,1.219571429,0.6594,-1.8874,-2.99,-0.617
J184037.26+080344.9,280.1552549,8.0624989,0.0482,0.0474,-0.0074,38.9074282,6.0576631,281.7622798,31.0880724,3402.981,3332.433,12.653,0.025,43.4,2.67E+00,12.636,0.027,40.3,1.28E+00,12.665,null,0,8.85E-01,9.122,null,-2.8,8.52E-01,1.58E+00,1,0,0,0,0,0,0,280.1552519,8.0625034,0.0491,0.0483,-0.0084,-88,60,202,63,2.64E+00,1.29E+00,8.85E-01,8.52E-01,1.58E+00,1N000,0h00,0,00nn,AAUU,3,11,29,29,29,29,1,16,0,16,29.618,29.724,15.916,15.824,508013916,0.519,-2.7,1,13.313,0.028,12.904,0.034,12.825,0.037,3.102428571,2.446,-1.8847,-3.4118,-2.329
J184126.19+081534.7,280.3591475,8.2596448,0.0346,0.0338,-0.0039,39.1755865,5.965572,282.0164474,31.2678324,2874.036,3848.058,6.922,0.061,17.8,4.12E-01,7.07,0.02,54,1.59E+00,6.945,0.016,67.2,1.43E+00,6.695,0.077,14.2,7.80E-01,7.05E-01,1,0,0.103,0,0,0,4000,280.3591494,8.2596441,0.0347,0.0385,-0.0258,58,37,-20,38,4.13E-01,1.58E+00,1.44E+00,7.80E-01,7.03E-01,1N000,0h00,0,1100,AAAA,15,11,28,28,28,28,14,14,14,14,22.22,30.644,15.303,15.733,965932132,0.133,122.4,1,8.239,0.027,7.313,0.027,7.054,0.024,1.702185714,3.509,5.969,0.0597,-2.175
J184111.67+081151.0,280.2986351,8.197524,0.0387,0.0362,-0.0053,39.0927646,5.9912756,281.9405855,31.2109238,3030.976,3685.551,9.781,0.023,47.8,1.80E+00,9.869,0.021,52.4,1.55E+00,9.751,0.063,17.3,7.51E-01,9.012,null,-0.1,8.83E-01,1.39E+00,1,0,0,0,0,0,0,280.2986362,8.197525,0.0412,0.0396,-0.0106,41,39,36,38,1.79E+00,1.55E+00,7.51E-01,8.83E-01,1.39E+00,1N000,0h00,0,000n,AAAU,7,11,28,28,28,28,14,14,0,14,29.16,30.056,16.066,16.054,965931623,0.161,26.2,1,10.712,0.026,10.113,0.024,9.912,0.026,4.601,3.392,0.4111,-2.9031,-2.182
J184124.72+081102.4,280.3530201,8.1840206,0.5006,0.2616,0.0095,39.1048829,5.9371021,282.0019844,31.1929802,2890.073,3650.084,13.652,0.137,7.9,1.59E+00,13.701,0.139,7.8,1.24E+00,12.067,null,-0.3,8.40E-01,8.962,null,0.3,9.82E-01,1.24E+00,2,1,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Dh00,0,nnnn,BBUU,3,11,28,29,26,29,0,15,0,15,29.687,29.666,15.982,16.179,965931513,1.051,72.2,1,14.112,0.027,13.682,0.03,13.436,0.039,-0.89,-0.758,-1.8778,-2.9219,-0.666
J184114.75+081303.9,280.3114643,8.2177658,0.0392,0.0366,-0.007,39.1166809,5.9889943,281.9573517,31.2300388,2997.683,3738.516,10.669,0.022,48.5,9.09E+00,10.809,0.021,51.9,4.26E+00,10.849,0.101,10.8,9.92E-01,9.114,null,-0.1,1.03E+00,4.69E+00,1,0,0,0,0,0,0,280.3114207,8.2177902,0.0473,0.0421,-0.0127,-186,45,-28,43,8.76E+00,4.00E+00,9.94E-01,1.03E+00,4.50E+00,1N017,dd00,1,110n,AAAU,7,11,29,29,29,29,9,15,0,16,30.627,30.73,16.971,16.71,965931781,1.701,123.4,2,12.511,0.077,11.754,0.03,11.589,0.03,-2.591,0.634,-0.6419,-3.05,-2.34
J184116.05+080828.0,280.3168965,8.1411172,0.0413,0.04,0.0004,39.0502095,5.9498373,281.9561556,31.1532087,2983.786,3537.835,12.121,0.023,46.7,2.55E+00,12.251,0.023,47.4,1.48E+00,12.39,0.457,2.4,9.38E-01,9.017,null,0.3,9.11E-01,1.64E+00,1,0,0,0,0,0.003,0,280.316897,8.1411218,0.0484,0.045,-0.0095,16,55,165,55,2.52E+00,1.49E+00,9.38E-01,9.11E-01,1.63E+00,1N000,0h00,0,21nn,AACU,7,11,31,31,31,31,1,16,0,17,30.78,30.5,16.971,16.216,965931212,0.23,-115.2,1,12.834,0.029,12.39,0.034,12.289,0.033,3.691857143,2.963,-1.6383,-2.8509,-2.439
J184132.42+081120.9,280.3850908,8.1891548,0.0481,0.0474,-0.0067,39.1238019,5.9110268,282.0394658,31.1954395,2806.952,3663.467,12.229,0.025,42.6,4.23E+00,12.295,0.026,41.3,1.65E+00,11.976,0.331,3.3,8.85E-01,9.053,null,-1.2,1.06E+00,2.24E+00,1,0,0,0,0,0,0,280.3850875,8.1891555,0.0499,0.0496,-0.0085,-98,57,64,58,4.22E+00,1.64E+00,8.85E-01,1.06E+00,2.23E+00,1N000,0,1,11nn,AABU,7,11,28,28,28,28,0,15,0,15,29.831,29.789,15.979,16.41,965931549,0.321,32.4,1,13.449,0.04,12.703,0.037,12.525,0.04,1.428142857,2.181,-1.4729,-3.295,-1.981
J184054.73+081427.3,280.2280668,8.2409213,0.0577,0.0562,-0.0079,39.1003135,6.0731601,281.8633895,31.2599609,3213.717,3799.34,13.012,0.027,39.8,1.89E+00,13.093,0.033,32.6,1.06E+00,12.324,null,0.5,8.97E-01,8.851,null,0.4,1.04E+00,1.31E+00,1,0,0,0,0,0,0,280.2280573,8.2409274,0.0583,0.0567,-0.0078,-101,74,73,76,1.88E+00,1.06E+00,8.97E-01,1.04E+00,1.31E+00,1N003,0,0,11nn,AAUU,3,11,29,29,29,29,0,14,0,14,28.583,28.967,14.163,13.814,1059003997,0.306,34.9,1,13.958,0.039,13.388,0.054,13.204,0.038,3.369142857,1.896,-1.8341,-2.961,-1.531
J184131.28+080750.8,280.3803746,8.1307956,0.1563,0.0967,0.0089,39.0692533,5.8890385,282.0283149,31.1376767,2819.287,3510.688,14.3,0.056,19.4,2.26E+00,14.395,0.072,15,1.51E+00,11.543,null,1.5,8.76E-01,7.902,0.214,5.1,1.00E+00,1.57E+00,2,1,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,ddHH,0,nnnn,AAUB,11,11,28,28,26,28,0,14,2,14,29.779,29.38,15.727,15.72,965931133,1.151,-54.1,1,16.139,0.117,15.252,0.097,14.975,0.163,0.079857143,-0.308,-1.6884,-1.982,0.552
J184050.68+080353.8,280.2111787,8.0649596,0.0496,0.049,-0.005,38.9345917,6.0092659,281.8269539,31.0859778,3258.008,3338.71,12.829,0.026,41.6,7.53E+00,12.721,0.027,40.1,1.85E+00,12.583,null,-0.9,9.14E-01,8.729,null,0.4,8.72E-01,3.34E+00,1,0,0,0,0,0,0,280.2111788,8.0649649,0.0551,0.0528,-0.0091,-14,70,208,71,7.50E+00,1.86E+00,9.14E-01,8.72E-01,3.34E+00,1N000,0h00,1,00nn,AAUU,3,11,29,29,29,29,0,16,0,16,29.401,29.961,15.994,15.78,1059002493,0.487,26.2,1,13.899,0.029,13.188,0.034,13.045,0.035,-2.012714286,1.862,-2.0262,-2.7922,-2.162
J184053.96+080641.6,280.2248577,8.1115757,0.0466,0.0448,-0.0031,38.9825981,6.0180498,281.847205,31.1313191,3222.413,3460.717,13.148,0.024,45.7,1.77E+00,13.097,0.026,41.1,1.30E+00,11.848,null,1.6,8.89E-01,8.357,null,1.1,9.34E-01,1.31E+00,1,0,0,0,0,0,0,280.224856,8.1115854,0.0543,0.0495,-0.0095,-68,80,352,80,1.72E+00,1.31E+00,8.89E-01,9.34E-01,1.30E+00,1N000,dd00,0,11nn,AAUU,3,11,28,28,28,28,0,15,0,15,28.526,28.511,15.108,15.798,1059002884,0.202,163.3,1,14.172,0.03,13.41,0.037,13.303,0.039,4.333,2.515,-1.6893,-2.7141,-1.051
J184052.34+081303.1,280.2181033,8.2175369,0.0778,0.0766,-0.0167,39.0748464,6.0715015,281.8496359,31.2374707,3239.604,3738.146,13.712,0.033,33.2,1.43E+00,14.005,0.054,20,1.25E+00,12.637,null,-2.9,1.01E+00,9.075,null,-0.5,9.23E-01,1.21E+00,1,0,0,0,0,0,0,280.2180999,8.2175421,0.0797,0.0794,-0.0149,-149,116,232,121,1.43E+00,1.25E+00,1.01E+00,9.23E-01,1.20E+00,1N000,0,0,11nn,AAUU,3,11,28,28,28,28,0,15,0,15,28.37,28.644,14.843,14.91,1059003806,0.416,-44.1,1,14.558,0.038,13.939,0.059,13.745,0.052,2.882285714,0.451,-2.3735,-3.0231,-0.932
J184121.58+081338.3,280.3399327,8.2273213,0.0569,0.0559,-0.0105,39.1379648,5.9680876,281.9911205,31.2372116,2923.893,3763.472,12.738,0.027,40.7,1.54E+00,12.846,0.035,31,1.02E+00,12.553,0.45,2.4,9.42E-01,8.671,null,1.3,9.90E-01,1.16E+00,1,0,0,0,0,0,0,280.3399296,8.2273302,0.0631,0.0582,-0.0131,-102,73,285,71,1.51E+00,1.03E+00,9.42E-01,9.90E-01,1.15E+00,1N000,0,0,00nn,AACU,7,11,28,28,28,28,0,16,0,16,30.456,30.628,16.923,16.769,965931862,0.243,46.3,1,13.815,0.03,13.095,0.037,12.817,0.032,3.841714286,1.78,-1.6419,-2.7296,-2.007
