designation,ra,dec,sigra,sigdec,sigradec,glon,glat,elon,elat,wx,wy,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,satnum,ra_pm,dec_pm,sigra_pm,sigdec_pm,sigradec_pm,pmra,sigpmra,pmdec,sigpmdec,w1rchi2_pm,w2rchi2_pm,w3rchi2_pm,w4rchi2_pm,rchi2_pm,pmcode,cc_flags,ext_flg,var_flg,ph_qual,det_bit,moon_lev,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m,w1cov,w2cov,w3cov,w4cov,tmass_key,r_2mass,pa_2mass,n_2mass,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,Sel1,Sel2,Sel3,Sel4,Sel5
J184057.24+075705.3,280.2385174,7.9514867,0.1095,0.1191,-0.0231,38.8448069,5.9341997,281.8475276,30.97066,3187.457,3041.552,15.628,0.043,25.3,2.03E+00,17.45,null,-11.3,1.64E+00,12.507,null,-4.4,9.52E-01,9.143,null,-1.2,9.85E-01,1.54E+00,1,0,0,0,0,0,0,280.2385218,7.9514336,0.134,0.1464,-0.021,72,381,-1306,423,2.01E+00,1.64E+00,9.50E-01,9.85E-01,1.53E+00,1N001,0H00,0,2nnn,AUUU,1,11,25,29,0,29,0,15,0,15,32.618,32.548,17.923,17.309,1059001485,0.751,-168.9,1,16.467,0.139,15.687,0.166,15.568,0.212,1.153714286,-3.07,-2.502,-3.2245,2.643
J184120.74+080139.7,280.3364273,8.0277035,0.3915,0.4024,-0.2225,38.9570039,5.8817083,281.9676298,31.0385787,2933.417,3240.868,16.473,0.129,8.4,2.46E+00,16.847,null,0,1.33E+00,12.025,0.387,2.8,1.04E+00,8.636,null,1,9.78E-01,1.58E+00,1,0,0,0,0,0,0,280.336426,8.0277103,0.6859,0.7366,-0.3942,-10,1494,110,1588,2.46E+00,1.33E+00,1.04E+00,9.78E-01,1.58E+00,1N000,0,0,nnnn,BUCU,5,11,7,29,0,29,1,16,0,16,30.225,30.426,18.136,18.28,null,null,null,0,null,null,null,null,null,null,-1.685571429,-1.626,-1.691,-2.7778,2.522
J184107.06+080203.3,280.2794571,8.0342561,0.2738,0.2978,-0.0577,38.9374646,5.9350698,281.9026508,31.0497951,3081.094,3258.149,15.516,0.107,10.1,1.36E+00,15.813,0.173,6.3,1.08E+00,12.55,null,0.1,8.60E-01,9.053,null,-0.6,9.71E-01,1.11E+00,1,0,0,0,0,0,0,280.2794153,8.0342812,0.3657,0.4392,-0.0187,-896,586,564,696,1.35E+00,1.08E+00,8.60E-01,9.71E-01,1.11E+00,1N001,0,0,1nnn,ABUU,3,11,24,29,6,29,0,15,0,15,28.978,29.445,15.301,16.285,1059002217,0.502,74.7,1,16.063,0.092,15.228,0.113,15.193,0.148,-0.345714286,-0.746,-1.8479,-3.0911,0.963
J184130.34+075624.9,280.3764531,7.9402521,0.2188,0.242,-0.0438,38.896303,5.807059,282.0051982,30.9481255,2829.818,3011.834,15.6,0.089,12.2,2.13E+00,15.688,0.132,8.2,1.05E+00,12.631,null,0.1,1.10E+00,8.913,null,0.2,9.54E-01,1.39E+00,2,0,0,0,0,0,0,280.3764461,7.9402546,0.3217,0.3488,-0.0703,-129,620,50,672,2.13E+00,1.05E+00,1.10E+00,9.54E-01,1.39E+00,1N000,0,0,1nnn,ABUU,3,11,19,30,8,30,0,16,0,16,29.487,29.83,15.939,15.82,965929607,0.396,114.8,1,16.185,0.121,15.639,0.144,15.091,0.182,-0.810714286,-0.533,-2.0885,-2.9138,0.757
J184103.06+075957.2,280.2627628,7.9992299,0.2316,0.2431,-0.0805,38.8985357,5.9341434,281.880041,31.0162574,3124.465,3166.488,15.577,0.083,13,1.66E+00,17.001,0.513,2.1,1.24E+00,12.736,null,-0.6,1.02E+00,8.97,null,-0.5,8.57E-01,1.28E+00,1,0,0,0,0,0,0,280.2627532,7.9992273,0.2879,0.3082,-0.0834,-216,546,-47,605,1.66E+00,1.24E+00,1.02E+00,8.57E-01,1.28E+00,1N000,0,0,1nnn,ACUU,3,11,21,31,1,31,0,15,0,15,30.34,30.988,14.977,15.243,1059001926,0.325,19.4,1,15.953,0.087,15.127,0.103,15.01,0.128,-0.227428571,-1.332,-2.097,-2.957,1.965
J184056.64+081209.2,280.2360263,8.2025744,0.0644,0.0646,0.0104,39.0693855,6.0489389,281.8688651,31.2210942,3193.204,3698.926,13.403,0.031,35.1,2.57E+00,13.56,0.037,29.3,1.24E+00,12.417,null,-0.6,8.55E-01,8.944,null,-0.9,9.09E-01,1.57E+00,1,0,0,0,0,0,0,280.2360282,8.2025832,0.0704,0.0687,-0.0027,90,98,511,101,2.53E+00,1.23E+00,8.55E-01,9.09E-01,1.56E+00,1N000,dd00,0,11nn,AAUU,3,11,29,29,29,29,0,14,0,14,28.707,28.718,13.925,13.875,1059003652,0.455,15.8,1,14.446,0.039,13.85,null,13.657,null,2.020714286,1.391,-1.9299,-3.0893,-1.157
J184151.20+081502.1,280.4633666,8.2505974,0.0602,0.0601,-0.009,39.2139288,5.8693169,282.1357847,31.250144,2604.018,3824.206,13.354,0.028,38.7,2.27E+00,13.441,0.04,27.2,1.18E+00,12.407,null,0.3,7.93E-01,9.046,null,-2.2,1.03E+00,1.45E+00,1,0,0,0,0,0,0,280.4633586,8.250608,0.0638,0.062,-0.0048,-327,89,406,92,2.23E+00,1.18E+00,7.93E-01,1.03E+00,1.43E+00,1N000,0,0,21nn,AAUU,3,11,29,29,29,29,0,15,0,15,29.625,29.578,15.988,15.535,965990268,0.482,-71.9,1,14.285,0.048,13.707,0.042,13.534,0.057,2.832,1.236,-1.7559,-3.468,-1.266
J184144.93+080847.2,280.4372289,8.1464594,0.2065,0.2239,-0.0349,39.1086952,5.8457536,282.0953784,31.1485593,2671.906,3551.605,15.678,0.076,14.3,1.31E+00,17.16,null,-0.9,1.15E+00,12.725,null,-1.5,9.44E-01,9.263,null,-1.7,9.70E-01,1.13E+00,1,0,0,0,0,0,0,280.4372024,8.1464655,0.2233,0.2434,-0.0419,-800,539,318,591,1.31E+00,1.15E+00,9.44E-01,9.70E-01,1.13E+00,1N001,0Hd0,0,2nnn,AUUU,1,11,25,30,0,30,0,16,0,16,29.377,29.611,15.978,15.963,null,null,null,0,null,null,null,null,null,null,0.303285714,-1.537,-2.1318,-3.3095,2.135
J184106.31+080819.4,280.2763305,8.138729,0.0609,0.0612,-0.0094,39.0299671,5.9846652,281.9091613,31.1541651,3088.929,3531.675,13.159,0.029,37.6,1.83E+00,13.297,0.037,29.7,1.33E+00,12,null,0.9,9.60E-01,9.119,null,-1.2,9.26E-01,1.35E+00,1,0,0,0,0,0,0,280.2763278,8.1387382,0.063,0.0626,-0.0097,-112,81,280,85,1.81E+00,1.33E+00,9.60E-01,9.26E-01,1.35E+00,1N000,h000,0,11nn,AAUU,3,11,29,29,29,29,1,16,0,16,29.643,29.676,16.626,16.719,1059003106,0.432,-160.5,1,14.289,0.033,13.441,0.036,13.295,0.039,3.110857143,1.339,-1.8475,-3.1663,-1.003
J184138.51+081142.5,280.4104936,8.1951485,0.0733,0.075,-0.0152,39.1405191,5.8912376,282.0693445,31.1993018,2741.112,3679.116,13.866,0.035,30.8,1.71E+00,13.954,0.04,26.9,1.00E+00,12.699,null,-3.1,9.86E-01,9.094,null,-1.5,1.10E+00,1.25E+00,1,0,0,0,0,0,0,280.410497,8.1951511,0.0754,0.0771,-0.0154,126,123,108,133,1.71E+00,1.00E+00,9.87E-01,1.10E+00,1.25E+00,1N000,0hH0,0,21nn,AAUU,3,11,28,28,28,28,0,15,0,15,30.017,29.912,15.948,16.696,965931605,0.214,-35.2,1,14.925,0.055,14.351,0.053,14.135,0.086,2.259428571,1.3902,-2.3739,-3.397,-1.045
J184140.64+081213.0,280.4193399,8.2036148,0.0623,0.0591,-0.0278,39.1520731,5.887206,282.0803772,31.2070021,2718.173,3701.267,13.105,0.03,35.8,5.10E+00,12.935,0.03,36.5,2.62E+00,12.001,null,0.7,9.77E-01,8.897,null,-1.1,8.47E-01,2.91E+00,1,0,0,0,0,0,0,280.4193329,8.2036346,0.0627,0.0598,-0.0264,74,85,-383,88,5.04E+00,2.59E+00,9.77E-01,8.47E-01,2.88E+00,2N011,ddH0,1,65nn,AAUU,3,11,29,29,29,29,1,14,0,14,30.878,31.023,16,16.812,965990637,0.356,167.8,1,14.594,0.051,13.897,0.051,13.597,0.053,-0.415285714,0.729,-1.8892,-3.0671,-1.366
J184040.41+080321.0,280.1684036,8.0558408,0.0692,0.0696,-0.0099,38.9073091,6.043041,281.7767932,31.0803699,3368.918,3314.961,13.817,0.031,34.6,1.71E+00,13.922,0.044,24.6,1.08E+00,12.522,null,-0.4,8.84E-01,9.017,null,-0.5,9.37E-01,1.22E+00,1,0,0,0,0,0,0,280.1684016,8.0558493,0.0724,0.0717,-0.0106,-64,116,297,121,1.70E+00,1.09E+00,8.84E-01,9.37E-01,1.22E+00,1N000,0,0,10nn,AAUU,3,11,29,29,29,29,0,16,0,16,28.513,28.72,16.014,15.853,508013985,0.278,-20.7,1,14.249,0.035,13.947,0.041,13.905,0.054,2.801285714,1.077,-1.9336,-3.0373,-0.9
J184048.96+080751.6,280.204036,8.1310035,0.0615,0.0621,-0.0094,38.9907752,6.0451828,281.8250741,31.1523797,3276.321,3511.638,13.144,0.03,36.2,1.98E+00,13.19,0.033,32.8,1.21E+00,12.694,null,0.2,1.03E+00,9.273,null,-1.7,1.03E+00,1.39E+00,1,0,0,0,0,0,0,280.2040365,8.1310119,0.0664,0.0643,-0.0144,17,84,276,86,1.96E+00,1.21E+00,1.03E+00,1.03E+00,1.39E+00,1N000,0h00,0,12nn,AAUU,3,11,29,29,29,29,0,16,0,16,29.225,29.619,15.736,15.917,1059003046,0.294,-155.7,1,13.553,0.026,13.158,0.025,13.159,0.034,2.762857143,1.774,-2.008,-3.373,-1.804
J184148.17+080913.9,280.4507142,8.1538768,0.0595,0.0618,-0.0078,39.1213766,5.8371476,282.1116516,31.1548255,2636.944,3571.006,13.685,0.028,38.4,1.94E+00,13.876,0.04,27.1,1.20E+00,12.128,null,1.3,9.66E-01,9.032,null,0.3,9.59E-01,1.35E+00,1,0,0,0,0,0,0,280.4506986,8.1538894,0.0637,0.0654,-0.0035,-312,103,292,111,1.92E+00,1.20E+00,9.66E-01,9.59E-01,1.35E+00,3N002,0,0,21nn,AAUU,3,11,29,29,28,28,1,16,0,16,28.864,29.838,15.945,15.871,965991031,0.159,138,1,14.615,0.049,14.079,0.043,13.859,0.054,3.115142857,1.207,-1.8036,-2.8994,-0.552
J184126.65+080534.0,280.3610784,8.0927915,0.0395,0.0381,0.0015,39.0264925,5.8890756,282.0023656,31.1014036,2869.377,3411.226,11.84,0.023,47.3,3.63E+00,11.906,0.021,51,1.43E+00,12.056,0.264,4.1,9.78E-01,9.012,null,0.2,9.89E-01,2.00E+00,1,0,0,0,0,0,0,280.361078,8.0927916,0.0415,0.041,-0.0046,-28,47,-1,49,3.63E+00,1.43E+00,9.78E-01,9.89E-01,2.00E+00,1N000,hh0D,1,01nn,AABU,7,11,30,30,30,30,1,16,0,16,29.703,29.618,15.94,15.827,965930840,0.509,74.6,1,12.815,0.038,12.321,0.044,12.166,0.032,2.701571429,3.372,-1.4657,-2.9492,-2.45
J184109.04+081204.7,280.2877005,8.201322,0.052,0.0512,-0.0059,39.0913023,6.0026529,281.9283437,31.2156081,3059.302,3695.519,13.596,0.024,45.1,5.20E+00,13.824,0.035,30.9,1.59E+00,12.681,null,-1.1,8.93E-01,8.893,null,0.5,1.02E+00,2.53E+00,2,1,0,0,0,0,0,280.2877122,8.2013255,0.058,0.055,-0.0074,-60,96,59,99,6.08E+00,1.63E+00,8.97E-01,1.02E+00,2.82E+00,1N005,dd00,1,nnnn,AAUU,3,11,29,29,29,29,0,16,0,16,28.847,29.311,16.336,16.089,1059003637,0.448,97.9,1,14.238,0.026,13.822,0.046,13.764,0.045,0.819285714,1.197,-2.0308,-2.918,-1.157
J184146.60+081516.3,280.4441837,8.2545333,0.0748,0.0759,-0.0098,39.2089109,5.8880513,282.1140459,31.2556686,2653.716,3834.536,13.844,0.033,33,3.03E+00,14.174,0.052,20.9,9.57E-01,12.035,null,1,8.66E-01,8.483,null,0.8,8.61E-01,1.60E+00,1,0,0,0,0,0,0,280.4441812,8.254532,0.1089,0.0972,0.0125,-106,158,-30,148,3.03E+00,9.56E-01,8.66E-01,8.61E-01,1.60E+00,1N000,0,1,43nn,AAUU,3,11,29,29,28,28,0,16,0,16,29.009,28.78,15.947,15.92,965990226,0.084,-138.1,1,14.89,0.057,14.244,0.062,14.059,0.083,1.255714286,0.8329,-1.741,-2.7011,-0.161
J184127.00+080453.4,280.362506,8.0815035,0.0436,0.0431,-0.0068,39.0169862,5.8827512,282.002909,31.090037,2865.699,3381.671,12.885,0.023,47.3,8.02E+00,13.027,0.026,42.2,1.79E+00,12.189,null,1.2,1.02E+00,8.991,null,0.3,9.65E-01,3.53E+00,1,0,0,0,0,0,0,280.3625045,8.0815062,0.051,0.0498,0.0044,-63,70,53,74,8.02E+00,1.79E+00,1.02E+00,9.65E-01,3.53E+00,1N000,0h00,1,20nn,AAUU,3,11,29,29,29,29,0,16,0,16,29.613,29.51,15.948,15.954,965930758,0.513,-20.3,1,14.364,0.045,13.495,0.053,13.229,0.04,-1.695428571,2.134,-1.872,-2.905,-1.462
J184136.09+080542.3,280.4003864,8.095106,0.071,0.075,-0.011,39.0461134,5.8553281,282.0478817,31.1004524,2767.484,3417.216,14.838,0.03,36.4,2.76E+00,14.77,0.055,19.9,1.09E+00,12.686,null,-3.3,1.06E+00,8.995,null,-1.3,9.98E-01,1.60E+00,1,0,0,0,0,0,0,280.4003885,8.09511,0.0847,0.0893,-0.0091,51,218,98,233,2.76E+00,1.08E+00,1.06E+00,9.98E-01,1.60E+00,1N000,ddd0,0,20nn,AAUU,3,11,29,29,23,29,0,16,0,16,28.667,28.742,15.914,15.938,965930864,1.84,63.1,1,16.155,0.122,15.583,0.136,15.299,0.213,2.012428571,0.605,-2.4755,-3.2581,-0.216
J184125.56+081113.1,280.3565102,8.186998,0.087,0.0905,-0.0183,39.1091155,5.9353485,282.0062996,31.1956584,2881.022,3657.873,15.128,0.033,32.5,2.58E+00,15.654,0.117,9.3,1.18E+00,12.594,null,-4.1,1.03E+00,9.089,null,-0.1,9.88E-01,1.58E+00,1,0,0,0,0,0,0,280.3565102,8.1869962,0.1059,0.1096,-0.0194,-6,290,-55,310,2.58E+00,1.18E+00,1.03E+00,9.88E-01,1.58E+00,1N000,Dh00,0,nnnn,ABUU,3,11,29,29,4,29,0,15,0,15,29.947,29.804,15.964,16.534,965931535,0.315,-27,1,15.69,0.074,15.049,0.086,14.718,0.126,1.638285714,-0.548,-2.5415,-3.008,0.76
J184144.23+080621.2,280.4343272,8.1059121,0.1467,0.1693,-0.0428,39.0709691,5.8301394,282.0880476,31.1083976,2679.49,3445.454,15.958,0.052,21,2.12E+00,16.888,null,1,1.27E+00,12.49,null,-1.3,8.49E-01,8.615,null,1.2,9.61E-01,1.42E+00,1,0,0,0,0,0,0,280.4343045,8.1059196,0.1791,0.205,-0.0394,-599,558,207,645,2.11E+00,1.27E+00,8.49E-01,9.61E-01,1.42E+00,1N000,000D,0,1nnn,AUUU,1,11,22,30,2,30,0,15,0,15,30.541,30.549,15.766,15.837,null,null,null,0,null,null,null,null,null,null,0.456428571,-1.465,-2.011,-2.7206,2.098
J184148.07+081108.3,280.4503195,8.1856641,0.0957,0.1049,-0.0195,39.149762,5.8517493,282.1143293,31.1865326,2637.92,3654.227,14.739,0.037,29.1,3.41E+00,16.437,0.226,4.8,2.16E+00,12.719,null,-2.6,1.00E+00,9.028,null,-0.3,9.42E-01,2.14E+00,2,1,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0hH0,1,nnnn,ABUU,3,11,29,29,5,29,0,16,0,16,28.548,29.248,15.984,15.825,965990775,1.272,-58.8,1,15.498,0.085,14.98,0.104,14.6,0.125,0.315571429,-1.981,-2.327,-3.0015,1.418
J184119.52+080315.2,280.3313708,8.0542275,0.1172,0.1263,-0.0215,38.9785811,5.8980764,281.9643846,31.0654275,2946.467,3310.321,15.179,0.047,23.3,1.61E+00,15.594,0.135,8.1,1.11E+00,12.2,null,1.3,8.78E-01,9.279,null,-0.3,9.26E-01,1.19E+00,1,0,0,0,0,0,0,280.3313571,8.0542232,0.1454,0.1586,-0.0184,-266,328,-72,364,1.61E+00,1.11E+00,8.78E-01,9.26E-01,1.19E+00,1N000,0h00,0,2nnn,ABUU,3,11,27,30,7,30,0,17,0,17,31.132,31.888,17.622,17.81,965930535,0.523,18.8,1,15.672,0.077,14.991,0.082,14.952,0.151,1.289,-0.599,-1.7155,-2.9858,1.094
J184102.41+080457.8,280.2600735,8.0827351,0.1461,0.153,0.0567,38.9723853,5.9739571,281.8850064,31.0996967,3131.214,3385.119,14.583,0.058,18.8,8.20E+00,14.682,0.092,11.8,2.01E+00,11.722,null,1.6,8.80E-01,8.259,null,2,9.12E-01,3.72E+00,2,0,0,0,0,0,0,280.2598876,8.0826683,0.1688,0.1687,0.0826,-3813,279,-1452,294,7.99E+00,1.96E+00,8.78E-01,9.14E-01,3.63E+00,1N001,hH00,1,7nnn,AAUU,3,11,28,30,19,30,0,15,0,15,30.163,30.689,15.565,15.65,1059002621,1.335,123.8,1,16.171,0.111,15.559,0.149,15.048,0.147,-5.945857143,-1.129,-1.6802,-2.5115,0.66
J184053.58+080605.3,280.2232638,8.1014817,0.1974,0.1532,0.0155,38.9728133,6.0149371,281.8443954,31.1213897,3226.574,3434.295,14.399,0.066,16.6,3.88E+00,14.431,0.093,11.7,1.53E+00,11.763,null,1.4,1.01E+00,8.83,0.437,2.5,1.21E+00,2.18E+00,3,0,0,0,0,0,0,280.2233718,8.1015058,0.2586,0.1584,0.0742,2714,324,603,275,3.75E+00,1.53E+00,1.01E+00,1.21E+00,2.13E+00,1N002,hh00,1,11nn,AAUC,11,11,28,28,24,27,0,14,0,14,29.738,29.761,15.453,16.203,1059002800,1.79,82.8,1,15.122,0.06,14.671,0.078,14.425,0.091,-1.933142857,-0.66,-1.836,-2.708,0.368
J184047.49+080704.7,280.1979081,8.1179924,0.0568,0.0563,-0.0084,38.9763448,6.0447764,281.8167587,31.1399121,3292.244,3477.592,12.909,0.028,39.2,1.23E+00,13.013,0.032,33.7,1.11E+00,12.543,null,0.1,8.44E-01,9.182,null,-0.3,9.18E-01,1.07E+00,1,0,0,0.002,0,0,900,280.1979077,8.118004,0.0577,0.057,-0.0091,-19,72,202,75,1.22E+00,1.11E+00,8.44E-01,9.18E-01,1.06E+00,1N002,0,0,00nn,AAUU,3,11,28,28,28,28,0,15,0,15,29.586,29.578,15.929,15.809,1059002928,0.179,96.2,1,13.624,0.029,13.042,0.029,12.957,0.035,3.941428571,1.962,-1.8316,-2.9775,-1.83
J184032.39+080830.7,280.1349966,8.1418871,0.1613,0.1714,-0.0357,38.969769,6.1111609,281.7465197,31.1688358,3455.217,3540.341,15.597,0.058,18.9,1.29E+00,16.596,0.364,3,1.10E+00,12.614,null,-2.2,9.88E-01,8.769,null,0.5,8.87E-01,1.10E+00,1,0,0,0,0,0,0,280.1349795,8.1419316,0.2054,0.2166,-0.0414,-337,517,940,553,1.29E+00,1.10E+00,9.88E-01,8.87E-01,1.10E+00,1N000,0,0,1nnn,ACUU,3,11,21,27,1,27,0,14,0,14,27.629,27.63,14.945,14.932,508013279,0.146,-156.1,1,15.76,0.066,15.277,0.105,15.34,0.161,0.977428571,-1.097,-2.2628,-2.7869,1.682
J184128.38+080528.1,280.3682768,8.0911627,0.0359,0.0336,-0.0013,39.0282411,5.881975,282.0105005,31.0991848,2850.721,3406.948,9.456,0.022,48.7,1.57E+00,9.602,0.019,55.9,1.36E+00,9.382,0.037,29.6,1.02E+00,8.483,null,1.2,8.94E-01,1.29E+00,1,0,0,0,0,0,0,280.3682767,8.091164,0.0386,0.0411,-0.0091,-14,37,53,39,1.55E+00,1.37E+00,1.02E+00,8.94E-01,1.29E+00,1N000,PP00,0,nn0n,AAAU,7,11,29,29,29,29,15,15,0,15,29.704,29.54,15.946,15.823,965930832,0.179,44.6,1,11.189,0.022,10.071,0.022,9.65,0.021,4.959571429,3.931,1.682,-2.6544,-2.08
J184037.21+075919.5,280.1550753,7.9887648,0.0636,0.0656,-0.0094,38.8410645,6.0247786,281.755027,31.0146004,3403.692,3139.39,13.451,0.03,36.4,1.72E+00,13.518,0.04,27.2,1.00E+00,12.628,null,-0.5,8.69E-01,9.071,null,-0.6,8.67E-01,1.18E+00,1,0,0,0,0,0,0,280.1550744,7.9887693,0.0655,0.0673,-0.008,-28,89,135,96,1.72E+00,1.00E+00,8.69E-01,8.67E-01,1.18E+00,1N000,0,0,10nn,AAUU,3,11,30,30,30,30,0,17,0,17,29.639,29.623,16.987,16.879,508014591,0.117,-16.4,1,14.305,0.035,13.633,0.035,13.473,0.038,3.049428571,1.417,-1.9315,-2.9872,-1.41
J184113.33+081323.6,280.305551,8.2232332,0.0564,0.056,-0.0108,39.1189587,5.9966762,281.9510632,31.2359745,3012.992,3752.842,12.981,0.027,40.2,1.38E+00,13.088,0.034,32,1.08E+00,12.557,null,-0.1,8.16E-01,9.128,null,-0.5,1.01E+00,1.12E+00,1,0,0,0,0,0,0,280.3055483,8.2232363,0.0582,0.0571,-0.0125,-86,74,90,76,1.37E+00,1.08E+00,8.16E-01,1.01E+00,1.11E+00,1N000,D000,0,n1nn,AAUU,3,11,28,28,28,28,0,15,0,15,29.615,29.704,16.649,16.574,965931825,0.2,36.1,1,14.021,0.033,13.25,0.03,13.082,0.04,3.936285714,1.82,-1.8288,-3.114,-1.769
J184111.17+080945.5,280.2965737,8.162659,0.1057,0.1101,-0.0158,39.0605061,5.9774758,281.9348205,31.1763491,3036.405,3594.278,14.116,0.045,24.2,2.22E+00,14.273,0.064,16.9,1.19E+00,12.627,null,-0.8,8.99E-01,9.126,null,-0.1,9.37E-01,1.43E+00,1,0,0,0,0,0,0,280.2965654,8.1626604,0.1093,0.1136,-0.0168,-242,156,57,165,2.21E+00,1.19E+00,8.99E-01,9.37E-01,1.43E+00,1N000,0,0,11nn,AAUU,3,11,29,29,29,29,0,16,0,16,30.568,30.497,16.775,15.914,965931369,1.129,48,1,14.856,0.05,14.282,0.055,14.208,0.083,0.810571429,0.2,-1.9993,-2.9566,-0.654
J184115.54+080412.4,280.3147611,8.0701276,0.0531,0.053,-0.0094,38.985457,5.9199051,281.9467953,31.0826411,2989.487,3351.984,13.678,0.025,43.2,2.01E+00,13.778,0.036,29.9,1.37E+00,12.68,null,-1.7,7.95E-01,8.973,null,-0.1,9.12E-01,1.39E+00,1,0,0,0,0,0,0,280.3147581,8.0701302,0.0566,0.0563,-0.0117,-115,96,76,103,2.00E+00,1.37E+00,7.95E-01,9.12E-01,1.39E+00,1N000,0h00,0,10nn,AAUU,3,11,30,30,30,30,0,16,0,16,30.032,30.627,16.199,16.552,965930664,0.31,91.1,1,14.389,0.043,13.941,0.035,13.621,0.05,3.735857143,1.321,-2.0071,-2.9322,-1.202
J184056.34+080524.9,280.2347608,8.0902539,0.0855,0.0883,-0.0166,38.9678499,5.9997299,281.8565632,31.109261,3196.806,3404.869,14.134,0.037,29.6,4.06E+00,14.351,0.058,18.6,1.20E+00,12.549,null,-2.1,9.55E-01,8.814,null,-1.8,9.47E-01,2.06E+00,1,0,0.007,0,0,0,9000,280.2347675,8.0902577,0.0867,0.091,-0.0169,59,148,53,162,4.06E+00,1.20E+00,9.55E-01,9.47E-01,2.06E+00,1N002,0,1,00nn,AAUU,3,11,28,29,28,29,0,14,0,14,30.097,30.569,15.851,15.489,1059002703,0.833,33.9,1,15.311,0.066,14.655,0.08,14.546,0.103,-0.263,0.357,-2.2175,-3.3066,-0.498
J184120.61+081225.6,280.3358804,8.2071157,0.0827,0.086,-0.0182,39.1179962,5.9626182,281.9844742,31.2174113,2934.438,3710.582,14.46,0.036,30,3.37E+00,14.614,0.059,18.5,1.28E+00,12.695,null,-0.5,9.33E-01,9.204,null,-0.4,9.88E-01,1.82E+00,1,0,0,0,0,0,0,280.3358652,8.2071355,0.1017,0.0996,-0.0174,-456,196,594,202,3.34E+00,1.28E+00,9.33E-01,9.88E-01,1.81E+00,1N000,Dh00,1,n0nn,AAUU,3,11,29,30,27,30,0,17,0,17,30.391,31.349,17.066,17.077,965931707,0.317,-67.8,1,15.129,0.061,14.575,0.083,14.451,0.115,0.487142857,0.271,-1.9952,-3.0679,-0.381
J184039.50+081156.3,280.1645873,8.1989962,0.0557,0.0548,-0.0077,39.0343152,6.1105536,281.7861173,31.2233526,3378.336,3689.761,12.984,0.027,40.9,1.90E+00,13.09,0.033,32.6,1.04E+00,12.384,0.513,2.1,8.28E-01,9.083,null,-0.3,9.03E-01,1.26E+00,1,0,0,0,0,0,0,280.1645868,8.198997,0.0655,0.0595,-0.0099,6,81,55,78,1.90E+00,1.04E+00,8.28E-01,9.03E-01,1.26E+00,1N000,000D,0,10nn,AACU,7,11,29,29,29,29,0,15,0,15,29.497,29.676,15,14.851,508012750,0.19,-0.3,1,13.972,0.029,13.223,0.036,12.968,0.037,3.515285714,1.92,-1.5656,-2.9626,-1.594
J184033.65+080023.9,280.140247,8.0066644,0.1643,0.1652,-0.009,38.8505373,6.0459275,281.7396574,31.0336409,3442.076,3186.3,15.206,0.06,18.1,2.29E+00,15.999,0.235,4.6,1.33E+00,12.624,null,-1.5,9.62E-01,8.946,null,-0.7,9.56E-01,1.50E+00,2,1,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,nnnn,ABUU,3,11,26,27,2,27,0,15,0,15,28.406,29.422,16.14,16.748,508014425,0.897,-98.4,1,15.472,0.058,15.097,0.08,14.989,0.113,-0.133857143,-1.17,-2.1491,-3.0964,1.075
J184046.74+075754.5,280.1947603,7.9651569,0.0411,0.0391,-0.0029,38.8375583,5.9790649,281.7984653,30.9878501,3300.875,3077.463,11.228,0.023,46.4,1.51E+00,11.307,0.022,49.2,1.24E+00,11.344,0.172,6.3,9.41E-01,9.029,null,-0.7,9.97E-01,1.23E+00,1,0,0,0,0,0,0,280.1947583,7.965161,0.042,0.0423,-0.0063,-21,43,104,45,1.49E+00,1.25E+00,9.41E-01,9.97E-01,1.23E+00,1N001,0,0,01nn,AABU,7,11,29,29,29,29,2,15,0,15,28.979,29.326,15.577,15.814,1059001617,0.091,40.9,1,12.125,0.024,11.41,0.022,11.251,0.022,4.688,3.384,-1.1535,-3.1371,-2.337
J184103.07+080037.9,280.2628098,8.0105489,0.1169,0.1223,-0.0221,38.9087289,5.9391764,281.8811874,31.0275338,3124.313,3196.122,14.622,0.05,21.9,2.26E+00,14.682,0.082,13.3,1.11E+00,12.687,null,-1.3,8.61E-01,9.146,null,-1.2,9.88E-01,1.41E+00,1,0,0,0,0,0,0,280.2628051,8.010551,0.1205,0.1263,-0.0234,-174,209,85,230,2.25E+00,1.11E+00,8.61E-01,9.88E-01,1.41E+00,1N000,0,0,00nn,AAUU,3,11,30,30,21,30,0,15,0,15,29.366,30.332,15.067,15.345,1059002015,1.094,-32.9,1,15.389,0.071,15.04,0.098,14.898,0.135,0.445,-0.081,-2.0235,-3.2284,-0.305
