designation,ra,dec,clon,clat,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,pmra,sigpmra,pmdec,sigpmdec,cc_flags,ext_flg,var_flg,ph_qual,moon_lev,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m,tmass_key,r_2mass,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,dist,angle
J202402.29+402922.2,306.0095604,40.4895093,20h24m02.29s,40d29m22.23s,0.0653,0.0646,-0.0117,12.743,0.032,34.4,4.355E+00,12.818,0.038,28.6,1.840E+00,11.750,null,-8.0,8.389E-01,9.000,null,-20.0,3.311E+00,1,0,0.000,0.000,0.000,0.000,-62,65,-124,65,0000,1,32nn,AAUU,0000,50,50,50,50,0,2,0,21,305626203,0.599,13.698,0.027,13.176,0.034,12.933,0.035,1187.592778,151.142012
J202435.29+405843.8,306.1470703,40.9788383,20h24m35.30s,40d58m43.82s,0.1580,0.1567,-0.0405,14.265,0.062,17.5,1.242E+00,14.518,0.106,10.2,8.535E-01,11.231,0.302,3.6,8.040E-01,8.568,null,-0.8,8.459E-01,1,0,0.000,0.000,0.000,0.000,-244,162,-227,164,0000,0,10nn,AABU,0000,58,58,34,58,6,21,0,21,305643152,0.381,16.079,0.085,15.357,0.110,14.799,0.129,1187.821523,52.527221
J202127.56+404738.7,305.3648626,40.7940941,20h21m27.57s,40d47m38.74s,0.0872,0.0893,-0.0217,13.438,0.045,24.0,2.130E+00,13.523,0.041,26.4,1.172E+00,10.370,0.098,11.1,1.344E+00,8.122,0.292,3.7,8.945E-01,1,0,0.000,0.000,0.000,0.001,-24,195,14,202,0h00,0,210n,AAAB,0000,41,41,41,41,16,19,0,19,305427641,0.635,15.181,0.045,14.260,0.046,13.777,0.058,1187.950421,272.829944
J202142.63+403628.7,305.4276645,40.6079989,20h21m42.64s,40d36m28.80s,0.0471,0.0449,-0.0043,11.439,0.025,43.5,4.820E+00,11.376,0.025,42.9,2.740E+00,9.851,0.105,10.3,1.434E+00,6.361,0.195,5.6,1.874E+00,1,0,0.000,0.000,0.000,0.000,41,54,-106,48,0000,1,110n,AAAB,0000,41,41,41,41,20,20,1,20,305444010,0.261,14.390,0.032,12.699,0.026,12.022,0.023,1187.996541,238.988016
J202134.21+403945.3,305.3925808,40.6625944,20h21m34.22s,40d39m45.34s,0.0638,0.0628,-0.0095,12.914,0.031,35.0,1.603E+00,12.914,0.036,30.4,1.015E+00,12.149,null,-4.3,6.720E-01,6.848,null,-1.4,3.605E-01,1,0,0.000,0.000,0.000,0.000,49,64,-244,65,000d,0,10nn,AAUU,0000,52,52,52,52,0,26,0,29,305426632,0.397,15.443,0.053,14.033,0.043,13.337,0.042,1188.037448,249.548987
J202206.64+403116.7,305.5276980,40.5213276,20h22m06.65s,40d31m16.78s,0.1169,0.1172,-0.0199,14.319,0.046,23.5,1.280E+00,14.537,0.087,12.5,1.195E+00,11.986,null,-0.9,8.187E-01,8.698,null,-5.8,1.174E+00,1,0,0.000,0.000,0.000,0.000,-71,197,-42,197,0OH0,0,3nnn,AAUU,0000,41,41,27,41,0,19,0,19,305444653,0.225,16.199,0.093,14.915,0.073,14.611,0.116,1188.256707,218.873604
J202232.83+410505.0,305.6368259,41.0847486,20h22m32.84s,41d05m05.09s,0.0488,0.0472,0.0082,11.067,0.026,41.7,2.015E+01,11.470,0.031,35.6,1.646E+00,8.934,0.044,24.4,5.356E+00,5.818,0.241,4.5,7.242E-01,1,0,0.000,0.000,0.000,0.000,-159,82,-46,113,00d0,1,3000,AAAB,0000,50,50,50,50,19,19,12,19,305531862,0.128,14.623,0.029,12.744,0.021,11.947,0.021,1188.277395,338.093514
J202217.99+402946.4,305.5749718,40.4962378,20h22m17.99s,40d29m46.46s,0.0602,0.0586,-0.0085,12.824,0.031,34.7,2.678E+01,12.668,0.030,35.8,7.544E+00,11.546,null,-2.0,5.425E-01,6.905,null,-3.5,4.632E-01,1,0,0.000,0.000,0.000,0.000,317,72,-1266,73,dDdh,1,9nnn,AAUU,0000,41,41,41,41,0,19,0,19,305526913,2.575,16.385,0.104,14.607,0.057,13.868,0.058,1188.291933,211.259206
J202456.64+404614.7,306.2360155,40.7707594,20h24m56.64s,40d46m14.73s,0.0440,0.0435,0.0050,10.768,0.025,42.9,1.242E+01,10.666,0.023,47.6,7.485E+00,11.513,null,-1.7,7.963E-01,8.879,null,-7.9,1.307E+00,1,0,0.000,0.000,0.000,0.000,-139,35,136,36,hhH0,1,99nn,AAUU,0000,53,53,53,53,0,19,0,19,305724941,0.218,14.525,0.034,12.352,0.027,11.457,0.019,1188.437864,91.222094
J202405.00+402938.7,306.0208518,40.4940945,20h24m05.00s,40d29m38.74s,0.0463,0.0441,0.0045,11.595,0.025,44.0,1.517E+00,11.521,0.025,43.1,1.363E+00,11.160,null,1.4,5.113E-01,8.740,null,-8.9,1.591E+00,1,0,0.000,0.000,0.000,0.000,0,42,0,41,0000,0,00nn,AAUU,0000,50,50,50,50,0,21,0,21,305647004,0.083,14.385,0.025,12.708,0.017,12.029,0.019,1188.487106,149.452394
J202436.28+403459.9,306.1511939,40.5833114,20h24m36.29s,40d34m59.92s,0.1667,0.1805,-0.0445,13.872,0.078,13.9,1.434E+00,13.868,0.116,9.4,9.051E-01,9.739,0.085,12.8,3.352E+00,6.449,null,1.2,1.270E+00,3,1,0.000,0.000,0.000,0.000,null,null,null,null,PP00,1,nnnn,ABAU,0000,48,49,42,49,13,19,0,19,null,null,null,null,null,null,null,null,1188.496550,126.155863
J202424.52+410101.7,306.1022031,41.0171561,20h24m24.53s,41d01m01.76s,0.0679,0.0666,-0.0108,13.367,0.033,32.8,6.911E+00,13.186,0.037,29.5,2.684E+00,10.643,null,-0.2,2.289E-01,7.839,null,1.6,7.395E-01,1,0,0.000,0.000,0.000,0.000,299,84,-418,85,ddd0,1,42nn,AAUU,0000,54,54,54,54,0,19,1,19,305642862,1.029,15.502,0.058,14.557,0.065,14.187,0.076,1188.579598,43.641347
J202141.12+405633.6,305.4213528,40.9426926,20h21m41.12s,40d56m33.69s,0.4686,0.4502,-0.1603,null,null,null,null,null,null,null,null,null,null,null,null,5.272,0.091,11.9,4.590E+00,2,0,null,null,null,0.000,null,null,null,null,0000,1,nnn1,XXXA,0000,null,null,null,null,null,null,23,23,305441341,2.712,16.958,null,15.711,0.144,16.840,null,1188.651115,299.920046
J202336.77+410558.2,305.9032333,41.0995227,20h23m36.78s,41d05m58.28s,0.0770,0.0773,-0.0109,13.678,0.036,30.2,2.161E+00,13.787,0.046,23.6,1.106E+00,12.312,null,-3.8,8.932E-01,9.273,null,-4.1,1.035E+00,1,0,0.000,0.000,0.000,0.000,9,91,-178,93,0000,0,21nn,AAUU,0000,66,66,65,66,0,29,0,30,305631232,0.605,15.672,0.060,14.540,0.050,13.978,0.067,1188.736919,13.598306
J202145.29+405749.9,305.4387101,40.9638748,20h21m45.29s,40d57m49.95s,0.1229,0.1295,-0.0360,13.620,0.087,12.5,1.007E+00,13.771,0.103,10.5,9.774E-01,8.893,0.047,22.9,7.078E+00,5.106,0.051,21.4,1.917E+01,2,0,0.000,0.000,0.000,0.000,1209,198,591,213,0000,1,1010,AAAA,0000,49,49,48,50,23,24,23,24,305441179,0.681,15.688,0.063,14.479,0.051,14.002,0.065,1188.788176,304.243517
J202441.68+403631.1,306.1736731,40.6086515,20h24m41.68s,40d36m31.15s,0.0430,0.0419,0.0053,11.682,0.023,46.9,3.527E+00,11.828,0.024,45.0,1.732E+00,11.279,0.444,2.4,5.997E-01,6.037,null,0.3,1.591E-01,1,0,0.000,0.000,0.000,0.000,-12,43,-54,42,000h,1,32nn,AACU,0000,52,52,52,52,1,19,0,20,305723703,0.310,12.352,0.021,11.822,0.021,11.722,0.019,1188.926040,120.852490
J202408.00+410328.8,306.0333711,41.0580001,20h24m08.01s,41d03m28.80s,0.3648,0.3646,-0.1213,14.879,0.134,8.1,1.180E+00,15.866,0.402,2.7,1.205E+00,10.472,null,-3.8,7.284E-01,7.676,null,-3.3,6.198E-01,1,0,0.000,0.000,0.000,0.000,-54,1993,127,986,0000,0,0nnn,BCUU,0000,50,56,2,56,0,0,0,20,305642581,0.698,17.491,null,15.578,0.123,15.245,0.185,1189.062187,32.160663
J202347.92+410520.4,305.9496988,41.0890181,20h23m47.93s,41d05m20.47s,0.0454,0.0432,0.0046,11.740,0.024,44.5,1.220E+00,11.665,0.025,43.2,1.374E+00,11.649,null,-2.2,7.933E-01,8.989,null,-5.0,9.386E-01,1,0,0.000,0.000,0.000,0.000,44,39,-33,38,0000,0,10nn,AAUU,0000,61,61,61,61,0,23,0,23,305631153,0.095,14.915,0.037,13.103,0.020,12.244,0.022,1189.095462,19.944242
J202442.60+405641.8,306.1775414,40.9449640,20h24m42.61s,40d56m41.87s,0.0425,0.0403,0.0060,11.293,0.024,45.5,1.908E+00,11.289,0.023,47.8,1.556E+00,11.917,null,-3.3,8.819E-01,8.308,null,-2.7,7.059E-01,1,0,0.000,0.000,0.000,0.000,24,36,19,36,dd0P,0,12nn,AAUU,0000,56,56,56,56,0,21,0,22,305726383,0.087,13.213,0.022,12.068,0.018,11.592,0.019,1189.129401,59.638653
J202131.13+404129.4,305.3797160,40.6915097,20h21m31.13s,40d41m29.43s,0.0462,0.0444,0.0036,11.634,0.025,43.8,1.379E+00,11.646,0.026,42.3,1.410E+00,11.240,0.191,5.7,1.170E+00,8.856,null,-5.1,9.752E-01,1,0,0.000,0.000,0.000,0.000,55,46,8,45,000d,0,00nn,AABU,0000,52,52,52,52,4,29,0,30,305426863,0.070,12.460,0.022,11.998,0.019,11.777,0.021,1189.137311,254.846487
J202127.38+404619.3,305.3640963,40.7720487,20h21m27.38s,40d46m19.38s,0.0727,0.0731,-0.0146,14.275,0.029,37.5,1.772E+00,15.820,0.129,8.4,2.080E+00,10.947,null,-5.3,7.506E-01,7.180,null,-3.8,7.495E-01,1,0,0.000,0.000,0.000,0.000,37,162,133,166,0000,0,1nnn,ABUU,0000,41,41,7,41,0,0,0,19,305427472,0.317,15.968,0.083,15.132,0.083,14.741,0.122,1189.164923,269.002529
J202328.62+410617.3,305.8692626,41.1048199,20h23m28.62s,41d06m17.35s,0.1939,0.1928,-0.0595,14.228,0.077,14.1,1.598E+00,14.560,0.149,7.3,1.377E+00,12.058,null,-8.9,1.354E+00,8.190,null,-2.2,6.071E-01,1,0,0.000,0.000,0.000,0.000,127,214,-213,199,0000,0,11nn,ABUU,0000,63,63,36,63,0,11,0,29,305631276,0.454,16.852,0.155,15.025,0.071,14.340,0.084,1189.238031,9.062310
J202241.21+402746.7,305.6717280,40.4629812,20h22m41.21s,40d27m46.73s,0.1406,0.1845,-0.0234,14.281,0.073,14.8,1.757E+00,14.133,0.086,12.6,1.398E+00,9.657,0.072,15.1,2.002E+00,5.280,0.124,8.8,2.279E+00,2,1,0.000,0.000,0.000,0.000,null,null,null,null,00hd,0,nnnn,AAAB,0000,43,43,36,43,18,18,18,18,null,null,null,null,null,null,null,null,1189.299539,197.211334
J202350.76+402818.2,305.9615285,40.4717307,20h23m50.77s,40d28m18.23s,0.1310,0.1325,-0.0330,13.794,0.053,20.6,2.127E+00,13.874,0.083,13.0,1.299E+00,11.996,null,-0.8,8.418E-01,6.393,0.325,3.3,4.343E-01,2,0,0.000,0.000,0.000,0.000,201,305,-362,344,0000,0,20nn,AAUB,0000,47,47,45,47,0,20,7,20,305626056,1.027,16.053,0.078,14.944,0.075,14.357,0.088,1189.483132,158.197131
J202455.54+404947.8,306.2314179,40.8299578,20h24m55.54s,40d49m47.85s,0.0554,0.0549,-0.0052,12.565,0.028,39.1,2.509E+00,12.366,0.032,34.3,4.301E+00,10.652,0.202,5.4,5.532E-01,8.260,0.274,4.0,8.491E-01,1,0,0.000,0.000,0.000,0.000,-370,190,-241,49,oO00,1,3n0n,AABB,0000,62,62,62,62,10,25,0,25,305725419,0.245,14.577,null,13.664,0.040,13.296,0.045,1189.488413,80.920647
J202448.11+405439.0,306.2004949,40.9108446,20h24m48.12s,40d54m39.04s,0.0389,0.0366,0.0090,10.454,0.023,47.2,1.670E+00,10.457,0.021,52.9,1.414E+00,11.138,0.158,6.9,1.048E+00,9.135,null,-2.9,1.126E+00,1,0,0.000,0.000,0.000,0.000,-11,33,82,34,0dd0,0,11nn,AABU,0000,54,54,54,54,6,20,0,20,305726087,0.136,13.464,0.023,11.650,0.019,10.922,0.017,1189.507680,66.280249
J202250.93+410608.3,305.7122363,41.1023102,20h22m50.94s,41d06m08.32s,0.0501,0.0486,-0.0044,11.122,0.025,42.9,3.597E+00,11.109,0.028,38.7,1.708E+00,9.778,null,-1.7,1.926E-01,5.527,null,-2.4,2.918E-01,1,0,0.000,0.000,0.000,0.000,38,40,40,39,0000,1,11nn,AAUU,0000,50,50,50,50,0,0,0,1,305531963,0.290,12.454,0.022,11.752,0.024,11.425,0.021,1189.589000,348.427027
J202404.77+410351.7,306.0199134,41.0643672,20h24m04.78s,41d03m51.72s,0.1903,0.1961,-0.0499,14.573,0.096,11.3,1.763E+00,14.221,0.108,10.1,1.174E+00,9.341,0.091,12.0,2.915E+00,6.397,0.223,4.9,1.070E+00,3,0,0.000,0.000,0.000,0.000,1090,167,-332,169,0000,0,1011,AAAB,0000,53,55,50,55,19,19,14,19,null,null,null,null,null,null,null,null,1189.692159,30.083261
J202357.14+402849.7,305.9880907,40.4804906,20h23m57.14s,40d28m49.77s,0.1799,0.1744,-0.0496,14.014,0.067,16.3,1.387E+00,14.765,0.228,4.8,8.207E-01,11.822,null,0.5,8.026E-01,7.244,null,-0.8,3.601E-01,1,0,0.000,0.000,0.000,0.000,-298,254,-216,184,0000,0,1nnn,ABUU,0000,47,49,8,49,0,21,0,21,305626135,0.700,15.366,0.052,14.623,0.073,14.316,0.084,1189.704429,154.377926
J202138.35+403753.2,305.4098311,40.6314491,20h21m38.36s,40d37m53.22s,0.0694,0.0696,-0.0136,12.524,0.033,33.1,1.634E+00,12.556,0.038,28.6,1.284E+00,11.146,null,-2.7,5.113E-01,7.982,null,-6.1,7.504E-01,1,0,0.000,0.000,0.000,0.000,152,63,-64,65,0h00,0,10nn,AAUU,0000,43,43,43,43,0,16,0,20,305426397,0.091,13.624,0.022,12.959,0.024,12.695,0.027,1189.841377,243.686032
J202431.12+405945.2,306.1296876,40.9958952,20h24m31.13s,40d59m45.22s,0.0562,0.0502,-0.0214,11.780,0.028,38.6,2.052E+00,11.717,0.029,37.0,1.557E+00,11.297,null,-0.5,7.362E-01,7.891,null,0.0,7.956E-01,2,1,0.000,0.000,0.000,0.000,-220,39,88,37,0000,0,nnnn,AAUU,0000,54,54,54,54,0,19,0,19,305643031,0.097,14.642,0.035,12.955,0.026,12.244,0.024,1189.915259,48.794258
J202129.45+404245.0,305.3727311,40.7125253,20h21m29.46s,40d42m45.09s,0.0628,0.0610,-0.0094,13.682,0.029,38.1,1.823E+00,13.934,0.045,24.1,1.039E+00,10.613,0.316,3.4,4.607E-01,8.703,null,-3.5,8.649E-01,1,0,0.000,0.000,0.000,0.000,-83,252,73,371,0000,0,10nn,AABU,0000,51,51,51,51,5,27,0,28,305427034,0.640,14.582,0.028,13.988,0.034,14.022,0.069,1189.943220,258.604960
J202417.88+403118.3,306.0745150,40.5217592,20h24m17.88s,40d31m18.33s,0.0583,0.0572,-0.0085,12.147,0.029,37.9,1.912E+00,12.118,0.032,34.0,1.355E+00,10.526,null,1.3,4.187E-01,8.294,0.451,2.4,7.148E-01,1,0,0.000,0.001,0.000,0.000,-52,55,-17,53,0000,0,21nn,AAUC,0000,48,48,48,48,0,20,1,20,305646790,0.063,14.910,0.042,13.245,0.028,12.589,0.028,1190.121285,140.895263
J202142.59+405704.8,305.4274726,40.9513424,20h21m42.59s,40d57m04.83s,0.1531,0.1586,-0.0381,14.180,0.086,12.6,1.825E+00,14.218,0.069,15.8,1.273E+00,9.310,0.109,9.9,2.814E+00,5.175,0.119,9.1,1.524E+00,3,0,0.000,0.000,0.000,0.002,927,183,-986,186,0000,0,4213,AABB,0000,41,49,36,49,21,23,20,23,305441281,1.226,17.115,0.230,15.461,0.125,15.017,0.159,1190.132348,301.619427
J202129.07+404305.1,305.3711454,40.7181001,20h21m29.07s,40d43m05.16s,0.0633,0.0628,-0.0104,13.280,0.032,34.1,1.829E+00,13.236,0.035,31.0,1.112E+00,11.387,null,-0.1,5.174E-01,8.780,null,-12.4,1.642E+00,1,0,0.000,0.000,0.000,0.002,168,78,-93,79,0000,0,11nn,AAUU,0000,49,49,49,49,0,25,0,25,305427074,0.519,15.617,null,14.580,0.059,14.041,0.073,1190.296520,259.593224
J202258.14+410622.9,305.7422758,41.1063680,20h22m58.15s,41d06m22.92s,0.0469,0.0451,0.0076,11.357,0.025,43.6,1.063E+00,11.380,0.026,42.4,1.380E+00,11.499,null,0.5,6.072E-01,8.707,null,-8.0,1.128E+00,1,0,0.000,0.000,0.000,0.002,32,39,-76,38,0000,0,11nn,AAUU,0000,53,53,53,53,0,22,0,22,305541902,0.185,14.385,0.030,12.592,0.023,11.826,0.023,1190.363906,352.413698
J202150.97+405919.0,305.4623883,40.9886369,20h21m50.97s,40d59m19.09s,0.0367,0.0352,0.0076,8.493,0.023,48.1,1.408E+00,8.519,0.020,54.0,1.349E+00,8.310,0.037,29.0,1.308E+00,6.889,null,-1.4,5.829E-01,1,0,0.000,0.000,0.000,0.000,-2,31,28,31,0000,0,221n,AAAU,0000,49,49,49,49,23,23,0,23,305441005,0.119,11.475,0.022,9.686,0.018,8.950,0.016,1190.394651,309.540360
J202346.91+410526.0,305.9454658,41.0905731,20h23m46.91s,41d05m26.06s,0.0797,0.0789,-0.0139,13.765,0.038,28.9,4.961E+00,13.746,0.044,24.7,1.911E+00,11.258,null,-3.4,5.417E-01,8.747,null,-4.3,9.282E-01,1,0,0.000,0.001,0.000,0.000,634,105,-165,104,0000,1,10nn,AAUU,0000,61,61,61,61,0,17,0,24,305631163,0.221,14.921,0.036,14.275,0.048,14.153,0.072,1190.486477,19.332611
J202145.01+403541.7,305.4375452,40.5949276,20h21m45.01s,40d35m41.74s,0.0585,0.0573,-0.0068,12.793,0.028,39.1,1.471E+00,12.852,0.039,28.1,1.238E+00,10.205,0.073,14.9,1.276E+00,6.497,0.050,21.6,6.821E+00,1,0,0.000,0.000,0.000,0.000,59,547,-155,465,0000,1,2203,AAAA,0000,39,39,39,39,19,19,9,19,305444114,0.190,15.483,0.052,13.860,0.035,13.334,0.047,1190.557362,236.376796
J202127.50+404814.7,305.3645974,40.8040970,20h21m27.50s,40d48m14.75s,0.0575,0.0586,-0.0124,12.937,0.031,35.0,1.748E+00,13.166,0.029,38.1,2.223E+00,12.331,null,-5.5,7.525E-01,8.204,null,-4.5,8.938E-01,1,0,0.000,0.000,0.000,0.000,-107,78,26,80,0000,0,01nn,AAUU,0000,40,40,40,40,0,19,0,19,305427727,0.278,13.684,0.022,13.153,0.024,12.979,0.034,1190.814295,274.559597
J202139.96+403716.0,305.4165092,40.6211126,20h21m39.96s,40d37m16.01s,0.0617,0.0696,0.0181,12.246,0.032,34.0,4.499E+00,12.201,0.036,30.6,2.008E+00,10.612,0.256,4.2,7.953E-01,5.788,0.302,3.6,1.054E+00,2,1,0.000,0.000,0.000,0.000,null,null,null,null,0000,1,nnnn,AABB,0000,43,43,43,43,9,20,1,20,305443915,0.382,14.609,0.043,13.306,0.038,12.759,0.032,1190.884868,241.691715
J202308.44+402652.8,305.7851954,40.4480105,20h23m08.45s,40d26m52.84s,0.1540,0.1553,-0.0380,13.848,0.059,18.4,1.374E+00,14.200,0.119,9.1,1.283E+00,11.047,null,-3.9,9.607E-01,7.470,null,-3.0,1.145E+00,1,0,0.000,0.000,0.000,0.002,-170,186,312,183,00hH,0,11nn,ABUU,0000,47,47,37,47,0,7,0,21,305547050,0.689,15.387,0.053,14.431,0.053,14.030,0.070,1190.901287,181.979401
J202403.61+410400.6,306.0150687,41.0668587,20h24m03.62s,41d04m00.69s,0.1018,0.1155,-0.0310,13.547,0.047,23.3,1.342E+00,13.499,0.066,16.5,1.031E+00,9.270,0.093,11.7,3.445E+00,6.616,0.194,5.6,1.211E+00,4,1,0.000,0.000,0.000,0.000,-389,78,1421,80,0000,1,nnnn,AAAB,0000,55,55,56,56,19,19,7,20,305631010,0.240,15.675,0.057,14.377,0.040,13.886,0.067,1190.928367,29.319376
J202432.49+403400.8,306.1353944,40.5669066,20h24m32.49s,40d34m00.86s,0.1792,0.1748,-0.0469,14.081,0.069,15.7,1.034E+00,14.366,0.117,9.3,9.367E-01,10.768,null,-3.0,1.087E+00,6.153,null,-0.2,3.036E-01,1,0,0.000,0.000,0.000,0.000,234,206,-374,201,0000,0,31nn,ABUU,0000,49,49,27,49,0,8,0,19,305646441,0.240,17.469,null,15.858,0.150,14.688,0.124,1190.992874,129.678221
J202144.32+405737.6,305.4346695,40.9604526,20h21m44.32s,40d57m37.63s,0.0800,0.0852,-0.0197,13.986,0.087,12.5,3.219E+00,13.470,0.091,11.9,1.573E+00,7.874,0.025,43.3,1.470E+01,4.944,0.068,16.1,3.415E+00,2,0,0.000,0.000,0.000,0.000,-482,159,363,166,0000,1,1032,AAAA,0000,45,47,46,47,22,22,22,23,null,null,null,null,null,null,null,null,1191.116162,303.456707
J202357.27+410438.3,305.9886295,41.0773091,20h23m57.27s,41d04m38.31s,0.1107,0.1096,-0.0246,14.169,0.048,22.5,2.831E+00,14.179,0.065,16.7,1.285E+00,10.946,null,-2.3,5.088E-01,9.075,null,-0.1,9.181E-01,1,0,0.000,0.000,0.000,0.000,369,157,-402,160,0000,0,30nn,AAUU,0000,55,56,50,56,0,14,0,20,305631072,0.502,18.340,null,15.655,0.141,14.525,0.100,1191.162826,25.421121
J202145.92+403525.1,305.4413602,40.5903112,20h21m45.93s,40d35m25.12s,0.0528,0.0507,-0.0064,12.071,0.025,42.8,1.615E+00,12.109,0.031,35.1,1.192E+00,11.077,0.160,6.8,9.626E-01,6.924,0.099,11.0,4.141E+00,2,0,0.000,0.000,0.000,0.000,-43,68,-71,62,0000,1,02n2,AABA,0000,39,39,39,39,3,19,7,19,305444142,0.266,13.079,0.023,12.511,0.024,12.274,0.024,1191.317551,235.433560
J202410.36+410314.4,306.0431860,41.0540102,20h24m10.36s,41d03m14.44s,0.0919,0.0906,-0.0182,13.491,0.038,28.3,1.417E+00,13.727,0.062,17.4,1.132E+00,10.448,null,-4.8,7.637E-01,7.150,null,-4.2,8.979E-01,1,0,0.000,0.000,0.000,0.000,102,109,42,111,0000,0,10nn,AAUU,0000,54,54,54,54,0,0,0,20,305642607,0.194,14.378,0.028,13.738,0.032,13.577,0.045,1191.549828,33.612792
J202301.53+410628.8,305.7564139,41.1080076,20h23m01.54s,41d06m28.83s,0.1584,0.1504,-0.0686,14.618,0.065,16.7,1.543E+00,14.343,0.084,12.9,1.072E+00,9.583,0.161,6.7,9.513E-01,7.306,null,0.8,1.104E+00,2,1,0.000,0.000,0.000,0.000,null,null,null,null,0000,0,nnnn,AABU,0000,53,53,43,53,22,22,0,22,null,null,null,null,null,null,null,null,1191.760864,354.279124
J202127.48+404506.3,305.3645242,40.7517513,20h21m27.49s,40d45m06.30s,0.0393,0.0375,0.0067,10.404,0.023,46.9,2.172E+00,10.408,0.021,51.1,1.527E+00,9.403,0.054,20.2,1.227E+00,7.909,null,-2.5,2.338E-01,1,0,0.000,0.000,0.000,0.000,26,37,-10,40,0000,0,000n,AAAU,0000,43,43,43,43,20,20,0,20,305427318,0.028,13.603,0.022,11.691,0.019,10.921,0.016,1191.875912,265.487282
J202212.48+410305.2,305.5520204,41.0514667,20h22m12.48s,41d03m05.28s,0.0703,0.0680,-0.0076,13.245,0.030,36.0,3.965E+00,13.458,0.053,20.6,1.414E+00,10.443,0.375,2.9,5.477E-01,7.139,null,-4.2,1.014E+00,2,0,0.000,0.000,0.000,0.000,158,149,-111,184,0000,1,11nn,AACU,0000,47,47,47,47,3,19,0,18,305440594,0.582,14.070,0.027,13.555,0.035,13.476,0.041,1191.925948,325.576935
J202127.57+404839.3,305.3649095,40.8109243,20h21m27.58s,40d48m39.33s,0.0462,0.0452,-0.0053,11.479,0.025,42.8,6.624E+00,11.497,0.024,44.7,3.214E+00,12.092,null,-2.7,8.227E-01,8.392,null,-5.1,1.064E+00,1,0,0.000,0.000,0.000,0.000,136,42,301,43,00DD,1,11nn,AAUU,0000,41,41,41,41,0,19,0,19,305427784,1.120,12.269,null,11.938,0.052,11.896,0.036,1192.051734,275.740799
J202220.48+402925.4,305.5853502,40.4903916,20h22m20.48s,40d29m25.41s,0.0708,0.0714,-0.0101,13.695,0.031,34.8,1.523E+00,14.039,0.045,23.9,1.697E+00,11.895,null,-3.4,1.028E+00,6.983,null,-1.5,6.168E-01,2,1,0.000,0.000,0.000,0.000,-197,109,-230,110,00HH,0,nnnn,AAUU,0000,42,42,41,42,0,19,0,19,305526872,0.377,15.039,0.039,14.258,0.046,13.705,0.057,1192.146846,209.567135
J202155.92+403303.8,305.4830286,40.5510582,20h21m55.93s,40d33m03.81s,0.0501,0.0483,-0.0058,12.015,0.026,42.4,1.524E+01,11.967,0.027,39.6,5.153E+00,10.703,null,-0.8,2.246E-01,8.207,null,-7.0,1.004E+00,2,0,0.000,0.000,0.000,0.000,61,51,-210,49,00h0,1,31nn,AAUU,0000,42,42,42,42,0,20,0,20,305444423,0.346,14.841,0.034,13.210,0.026,12.502,0.026,1192.187459,226.697864
J202141.44+403643.4,305.4226704,40.6120706,20h21m41.44s,40d36m43.45s,0.0684,0.0654,-0.0158,12.872,0.033,33.1,1.850E+00,12.896,0.036,30.2,1.202E+00,10.220,0.139,7.8,1.541E+00,5.218,0.129,8.4,1.727E+00,3,0,0.000,0.000,0.000,0.000,3,69,-138,69,0000,0,220n,AABB,0000,42,42,42,42,17,20,1,20,305443983,0.231,14.255,0.026,13.389,0.024,13.063,0.033,1192.219838,239.930600
J202415.98+403058.5,306.0665875,40.5162625,20h24m15.98s,40d30m58.55s,0.0748,0.0733,-0.0161,12.719,0.034,31.8,9.811E+00,12.735,0.041,26.2,2.883E+00,10.185,null,1.5,2.645E-01,8.114,null,0.8,8.698E-01,2,0,0.000,0.000,0.000,0.002,-39,100,-172,107,0000,1,21nn,AAUU,0000,48,49,49,49,0,20,1,21,305646831,0.944,16.640,0.130,14.449,0.055,13.517,0.043,1192.243263,142.304022
J202418.04+410211.4,306.0751945,41.0365024,20h24m18.05s,41d02m11.41s,0.0559,0.0596,-0.0022,13.630,0.038,28.9,3.833E+00,11.903,0.025,43.1,2.244E+00,9.368,0.111,9.8,5.991E-01,6.444,0.144,7.5,8.477E-01,3,0,0.000,0.000,0.000,0.004,201,60,9,62,hhh0,1,7711,AABB,0000,52,52,53,53,19,19,18,19,305642716,2.197,16.195,0.113,14.927,null,14.530,null,1192.322873,38.774951
J202454.30+405116.3,306.2262532,40.8545442,20h24m54.30s,40d51m16.36s,0.1134,0.1019,0.0257,14.539,0.046,23.5,3.198E+00,15.524,0.118,9.2,2.536E+00,11.839,null,-10.4,1.599E+00,8.727,null,-5.6,1.279E+00,2,1,0.000,0.000,0.000,0.000,-407,152,343,150,0h00,1,nnnn,ABUU,0000,64,64,10,64,0,1,0,27,305725615,0.364,15.566,0.058,14.678,0.066,14.505,0.109,1192.500389,76.610561
